BeatrizEscu,PP
XavierDomenechs,UP
anasurra,ERC
sergimiquel,Mixto
JuLMilla,PSOE
MarcLamua,PSC
oscargamazo,PP
zoidoJI,PP
emilio_delrio,PP
Aglezterol,PP
jruizcarbonell,PSOE
cesarluena,PSOE
pascualsergio,UP
CarlosRojas_PPA,PP
AITOR_ESTEBAN,PNV
Pablo_Iglesias_,UP
iurquizu,PSOE
lciuro,Mixto
pilarmarcosd,PP
CiudadanoVille,Ciudadanos
isabelrguez,PSOE
javieranton,PSOE
guillermomeijon,PSOE
svalmana,PP
Albert_Rivera, Ciudadanos
AnaTerron_,UP
IgnasiCandela,Mixto
diego__clemente,Ciudadanos
mapaniagua,PP
Sorayapp,PP
fargmira,PSOE
juralde,UP
sanchezcastejon,PSOE
JavierMaroto,PP
JMVRUM,PP
martamartirio,Ciudadanos
joanmena,UP
AAlvarezAlvarez,PSOE
AinaVS,UP
oskarmatute,Mixto
inigoalli,Mixto
perejoanpons,PSOE
Ainhat,UP
AntonioHurtado,PSOE
juanmalpr,UP
mariagv,PSOE
JorgeLuisBail,UP
patxilopez,PSOE
LuisSalvador,Ciudadanos
jordiroca,PP
carlescampuzano,Mixto
jordixucla,Mixto
agarzon,UP
CesarJRamos,PSOE
jlayllon,PP
