Source,Target,Weight
ionebelarra,JaumeMoyaM,0.14528412419449327
ionebelarra,TeoGarciaEgea,0.03397773872290568
ionebelarra,AntonioHurtado,0.02870533099004101
ionebelarra,Irene_Montero_,0.322788517867604
ionebelarra,AnaZurita7,0.015817223198594025
ionebelarra,VeraNoelia,0.15992970123022848
ionebelarra,lidiaguinart,0.0626830697129467
ionebelarra,FernanVello,0.02753368482718219
ionebelarra,vendrellj,0.14645577035735208
ionebelarra,PericoArrojo,0.10954891622729936
ionebelarra,pilarmarcosd,0.0638547158758055
ionebelarra,ionebelarra,1.0
ionebelarra,FranciscoIgea,0.02753368482718219
ionebelarra,Carre1Ascension,0.007615700058582308
ionebelarra,PabloBellido_Az,0.0626830697129467
ionebelarra,odonelorza2011,0.09607498535442296
ionebelarra,mdcospedal,0.021675454012888107
ionebelarra,perejoanpons,0.08553016988869361
ionebelarra,IgnasiCandela,0.09256004686584651
ionebelarra,JuLMilla,0.05858230814294083
ionebelarra,jaimedeolano,0.0351493848857645
ionebelarra,micaela_navarro,0.021675454012888107
ionebelarra,AAlvarezAlvarez,0.11364967779730521
ionebelarra,joanmena,0.11189220855301699
ionebelarra,joanbaldovi,0.0843585237258348
ionebelarra,jsalvadorduch,0.07615700058582309
ionebelarra,pepecanonucia,0.05799648506151142
ionebelarra,antonipostius,0.006444053895723492
ionebelarra,AvelinoPP,0.01991798476859988
ionebelarra,LuisSalvador,0.012302284710017574
ionebelarra,herick_campos,0.043936731107205626
ionebelarra,ierrejon,0.23081429408318688
ionebelarra,EBataller,0.08728763913298183
ionebelarra,MayoralRafa,0.3327475102519039
ionebelarra,mrhciudadanos,0.040421792618629174
ionebelarra,ma_bustamante84,0.043350908025776215
ionebelarra,MartaGlezVzqz,0.03397773872290568
ionebelarra,emilio_delrio,0.015231400117164616
ionebelarra,MLorenzo2018,0.012302284710017574
ionebelarra,mapaniagua,0.01757469244288225
ionebelarra,BeatrizEscu,0.03397773872290568
ionebelarra,BienveDeArriba,0.01757469244288225
ionebelarra,juanmalpr,0.2577621558289397
ionebelarra,EvaGSempere,0.07322788517867604
ionebelarra,Pablo_Iglesias_,0.2759226713532513
ionebelarra,diego__clemente,0.043350908025776215
ionebelarra,anamarcelloana,0.2190978324545987
ionebelarra,Hernanzsofia,0.033391915641476276
ionebelarra,estercapella,0.056824838898652606
ionebelarra,miriamnoguerasM,0.02753368482718219
ionebelarra,VirginiaSalmeCs,0.022847100175746926
ionebelarra,mariagv,0.056824838898652606
ionebelarra,emeterina,0.013473930872876391
ionebelarra,pedroacedo,0.0035149384885764497
ionebelarra,Guadalupem1960,0.07791446983011131
ionebelarra,SimancasRafael,0.06444053895723492
ionebelarra,juanviperezaras,0.033391915641476276
ionebelarra,_Irene_Rivera,0.006444053895723492
ionebelarra,elenabastidasb,0.04159343878148799
ionebelarra,DolorsMM,0.015817223198594025
ionebelarra,joaquintorrevie,0.02753368482718219
ionebelarra,maherediadiaz,0.04510837727006444
ionebelarra,NachoSAmor,0.11013473930872876
ionebelarra,jruizcarbonell,0.0023432923257176333
ionebelarra,NTremino,0.016403046280023433
ionebelarra,JATorresMora,0.053309900410076154
ionebelarra,MarcLamua,0.02870533099004101
ionebelarra,anamadrazo61,0.023432923257176334
ionebelarra,CarmenRCuello,0.022847100175746926
ionebelarra,MercePerea,0.12126537785588752
ionebelarra,capdevilajoan,0.02460456942003515
ionebelarra,J_Sanchez_Serna,0.1048623315758641
ionebelarra,Saludisabel,0.07791446983011131
ionebelarra,AlfonsoCandon,0.005272407732864675
ionebelarra,estherpcamarero,0.05799648506151142
ionebelarra,martamartirio,0.04979496192149971
ionebelarra,sergimiquel,0.08025776215582894
ionebelarra,MiguelGaraulet,0.0210896309314587
ionebelarra,GregorioCmara,0.0351493848857645
ionebelarra,xavieritja,0.05916813122437024
ionebelarra,Jefernandezmoya,0.02460456942003515
ionebelarra,gpalacinguarne,0.035735207967193906
ionebelarra,juanBravoBaena,0.028119507908611598
ionebelarra,felixaltafulla,0.09607498535442296
ionebelarra,MarcialGoBal,0.011716461628588167
ionebelarra,Sonia_Farre,0.14235500878734622
ionebelarra,guillermomeijon,0.051552431165787935
ionebelarra,abalosmeco,0.0492091388400703
ionebelarra,Angeles_isac,0.025190392501464556
ionebelarra,jjalonso10,0.008787346221441126
ionebelarra,bernabepaco,0.005858230814294083
ionebelarra,oskarmatute,0.07322788517867604
ionebelarra,AliciaSCamacho,0.026362038664323375
FranciscoIgea,Adrilastra,0.048525214081826834
FranciscoIgea,_mundus,0.03425309229305423
FranciscoIgea,mrenau,0.060894386298763085
FranciscoIgea,sorayapsoe,0.058039961941008564
FranciscoIgea,JVMariBoso,0.039961941008563276
FranciscoIgea,ruanojavier,0.0532825880114177
FranciscoIgea,soniafetesoro,0.06470028544243578
FranciscoIgea,ManoloMonereo,0.003805899143672693
FranciscoIgea,frdelatorre,0.18173168411037108
FranciscoIgea,luzseijo,0.06184586108468126
FranciscoIgea,CesarJRamos,0.07326355851569934
FranciscoIgea,sanchezcastejon,0.0
FranciscoIgea,lciuro,0.017126546146527116
FranciscoIgea,Mjesusserranoj,0.049476688867745006
FranciscoIgea,GirautaOficial,0.1665080875356803
FranciscoIgea,herrerobono,0.04091341579448145
FranciscoIgea,martintoledano,0.06945765937202664
FranciscoIgea,isabelrguez,0.04471931493815414
FranciscoIgea,vicpiriz1975,0.08848715509039011
FranciscoIgea,RitaBosaho,0.03615604186489058
FranciscoIgea,casanyeta,0.014272121788772598
FranciscoIgea,felipe_sicilia,0.017126546146527116
FranciscoIgea,PiliCancela,0.05423406279733587
FranciscoIgea,SSumelzo,0.08468125594671741
FranciscoIgea,cesarluena,0.048525214081826834
FranciscoIgea,antoniotrevin,0.056137012369172214
FranciscoIgea,JaumeMoyaM,0.03615604186489058
FranciscoIgea,TeoGarciaEgea,0.06470028544243578
FranciscoIgea,AntonioHurtado,0.03425309229305423
FranciscoIgea,Irene_Montero_,0.05233111322549953
FranciscoIgea,AnaZurita7,0.038058991436726926
FranciscoIgea,VeraNoelia,0.03615604186489058
FranciscoIgea,lidiaguinart,0.035204567078972404
FranciscoIgea,FernanVello,0.005708848715509039
FranciscoIgea,vendrellj,0.04376784015223597
FranciscoIgea,PericoArrojo,0.02759276879162702
FranciscoIgea,pilarmarcosd,0.10180780209324453
FranciscoIgea,ionebelarra,0.04471931493815414
FranciscoIgea,FranciscoIgea,1.0
FranciscoIgea,Carre1Ascension,0.023786869647954328
FranciscoIgea,PabloBellido_Az,0.04376784015223597
FranciscoIgea,odonelorza2011,0.05423406279733587
FranciscoIgea,mdcospedal,0.025689819219790674
FranciscoIgea,perejoanpons,0.06279733587059944
FranciscoIgea,IgnasiCandela,0.03330161750713606
FranciscoIgea,JuLMilla,0.056137012369172214
FranciscoIgea,jaimedeolano,0.0675547098001903
FranciscoIgea,micaela_navarro,0.019980970504281638
FranciscoIgea,AAlvarezAlvarez,0.06850618458610847
FranciscoIgea,joanmena,0.02759276879162702
FranciscoIgea,joanbaldovi,0.025689819219790674
FranciscoIgea,jsalvadorduch,0.023786869647954328
FranciscoIgea,pepecanonucia,0.16936251189343482
FranciscoIgea,antonipostius,0.004757373929590866
FranciscoIgea,AvelinoPP,0.04091341579448145
FranciscoIgea,LuisSalvador,0.05042816365366318
FranciscoIgea,herick_campos,0.029495718363463368
FranciscoIgea,ierrejon,0.0532825880114177
FranciscoIgea,EBataller,0.024738344433872503
FranciscoIgea,MayoralRafa,0.060894386298763085
FranciscoIgea,mrhciudadanos,0.12559467174119887
FranciscoIgea,ma_bustamante84,0.012369172216936251
FranciscoIgea,MartaGlezVzqz,0.049476688867745006
FranciscoIgea,emilio_delrio,0.03330161750713606
FranciscoIgea,MLorenzo2018,0.02759276879162702
FranciscoIgea,mapaniagua,0.09324452901998097
FranciscoIgea,BeatrizEscu,0.060894386298763085
FranciscoIgea,BienveDeArriba,0.08277830637488107
FranciscoIgea,juanmalpr,0.05233111322549953
FranciscoIgea,EvaGSempere,0.014272121788772598
FranciscoIgea,Pablo_Iglesias_,0.046622264509990484
FranciscoIgea,diego__clemente,0.14747859181731685
FranciscoIgea,anamarcelloana,0.037107516650808754
FranciscoIgea,Hernanzsofia,0.02759276879162702
FranciscoIgea,estercapella,0.03235014272121789
FranciscoIgea,miriamnoguerasM,0.017126546146527116
FranciscoIgea,VirginiaSalmeCs,0.12369172216936251
FranciscoIgea,mariagv,0.06660323501427212
FranciscoIgea,emeterina,0.029495718363463368
FranciscoIgea,pedroacedo,0.02664129400570885
FranciscoIgea,Guadalupem1960,0.08087535680304472
FranciscoIgea,SimancasRafael,0.05233111322549953
FranciscoIgea,juanviperezaras,0.05233111322549953
FranciscoIgea,_Irene_Rivera,0.07897240723120837
FranciscoIgea,elenabastidasb,0.05233111322549953
FranciscoIgea,DolorsMM,0.03235014272121789
FranciscoIgea,joaquintorrevie,0.06850618458610847
FranciscoIgea,maherediadiaz,0.04186489058039962
FranciscoIgea,NachoSAmor,0.07040913415794481
FranciscoIgea,jruizcarbonell,0.013320647002854425
FranciscoIgea,NTremino,0.04281636536631779
FranciscoIgea,JATorresMora,0.05994291151284491
FranciscoIgea,MarcLamua,0.038058991436726926
FranciscoIgea,anamadrazo61,0.04471931493815414
FranciscoIgea,CarmenRCuello,0.024738344433872503
FranciscoIgea,MercePerea,0.09039010466222645
FranciscoIgea,capdevilajoan,0.019980970504281638
FranciscoIgea,J_Sanchez_Serna,0.019980970504281638
FranciscoIgea,Saludisabel,0.02093244529019981
FranciscoIgea,AlfonsoCandon,0.019029495718363463
FranciscoIgea,estherpcamarero,0.06279733587059944
FranciscoIgea,martamartirio,0.16555661274976213
FranciscoIgea,sergimiquel,0.05137963843958135
FranciscoIgea,MiguelGaraulet,0.13225499524262607
FranciscoIgea,GregorioCmara,0.04376784015223597
FranciscoIgea,xavieritja,0.019029495718363463
FranciscoIgea,Jefernandezmoya,0.035204567078972404
FranciscoIgea,gpalacinguarne,0.03330161750713606
FranciscoIgea,juanBravoBaena,0.058039961941008564
FranciscoIgea,felixaltafulla,0.02759276879162702
FranciscoIgea,MarcialGoBal,0.15509039010466222
FranciscoIgea,Sonia_Farre,0.011417697431018078
FranciscoIgea,guillermomeijon,0.039961941008563276
FranciscoIgea,abalosmeco,0.039961941008563276
FranciscoIgea,Angeles_isac,0.048525214081826834
FranciscoIgea,jjalonso10,0.01807802093244529
FranciscoIgea,bernabepaco,0.023786869647954328
FranciscoIgea,oskarmatute,0.022835394862036156
FranciscoIgea,AliciaSCamacho,0.038058991436726926
Carre1Ascension,Adrilastra,0.013805004314063849
Carre1Ascension,_mundus,0.006902502157031924
Carre1Ascension,mrenau,0.02070750647109577
Carre1Ascension,sorayapsoe,0.013805004314063849
Carre1Ascension,JVMariBoso,0.06729939603106126
Carre1Ascension,ruanojavier,0.3986194995685936
Carre1Ascension,soniafetesoro,0.012942191544434857
Carre1Ascension,ManoloMonereo,0.0008628127696289905
Carre1Ascension,frdelatorre,0.024158757549611734
Carre1Ascension,luzseijo,0.004314063848144953
Carre1Ascension,CesarJRamos,0.031061259706643658
Carre1Ascension,sanchezcastejon,0.0
Carre1Ascension,lciuro,0.0060396893874029335
Carre1Ascension,Mjesusserranoj,0.029335634167385678
Carre1Ascension,GirautaOficial,0.02070750647109577
Carre1Ascension,herrerobono,0.14322691975841242
Carre1Ascension,martintoledano,0.182916307161346
Carre1Ascension,isabelrguez,0.012942191544434857
Carre1Ascension,vicpiriz1975,0.1182053494391717
Carre1Ascension,RitaBosaho,0.005176876617773943
Carre1Ascension,casanyeta,0.008628127696289905
Carre1Ascension,felipe_sicilia,0.0181190681622088
Carre1Ascension,PiliCancela,0.01898188093183779
Carre1Ascension,SSumelzo,0.030198446937014668
Carre1Ascension,cesarluena,0.014667817083692839
Carre1Ascension,antoniotrevin,0.012942191544434857
Carre1Ascension,JaumeMoyaM,0.0181190681622088
Carre1Ascension,TeoGarciaEgea,0.363244176013805
Carre1Ascension,AntonioHurtado,0.03882657463330457
Carre1Ascension,Irene_Montero_,0.01984469370146678
Carre1Ascension,AnaZurita7,0.10267471958584987
Carre1Ascension,VeraNoelia,0.008628127696289905
Carre1Ascension,lidiaguinart,0.0060396893874029335
Carre1Ascension,FernanVello,0.0025884383088869713
Carre1Ascension,vendrellj,0.01984469370146678
Carre1Ascension,PericoArrojo,0.023295944779982744
Carre1Ascension,pilarmarcosd,0.12338222605694564
Carre1Ascension,ionebelarra,0.011216566005176877
Carre1Ascension,FranciscoIgea,0.021570319240724764
Carre1Ascension,Carre1Ascension,1.0
Carre1Ascension,PabloBellido_Az,0.012942191544434857
Carre1Ascension,odonelorza2011,0.010353753235547885
Carre1Ascension,mdcospedal,0.0638481449525453
Carre1Ascension,perejoanpons,0.01984469370146678
Carre1Ascension,IgnasiCandela,0.007765314926660914
Carre1Ascension,JuLMilla,0.009490940465918895
Carre1Ascension,jaimedeolano,0.13028472821397757
Carre1Ascension,micaela_navarro,0.0060396893874029335
Carre1Ascension,AAlvarezAlvarez,0.025884383088869714
Carre1Ascension,joanmena,0.003451251078515962
Carre1Ascension,joanbaldovi,0.006902502157031924
Carre1Ascension,jsalvadorduch,0.005176876617773943
Carre1Ascension,pepecanonucia,0.0457290767903365
Carre1Ascension,antonipostius,0.0008628127696289905
Carre1Ascension,AvelinoPP,0.11216566005176877
Carre1Ascension,LuisSalvador,0.011216566005176877
Carre1Ascension,herick_campos,0.01725625539257981
Carre1Ascension,ierrejon,0.013805004314063849
Carre1Ascension,EBataller,0.014667817083692839
Carre1Ascension,MayoralRafa,0.021570319240724764
Carre1Ascension,mrhciudadanos,0.01725625539257981
Carre1Ascension,ma_bustamante84,0.0060396893874029335
Carre1Ascension,MartaGlezVzqz,0.12424503882657463
Carre1Ascension,emilio_delrio,0.06298533218291631
Carre1Ascension,MLorenzo2018,0.09663503019844694
Carre1Ascension,mapaniagua,0.1622088006902502
Carre1Ascension,BeatrizEscu,0.13891285591026747
Carre1Ascension,BienveDeArriba,0.1734253666954271
Carre1Ascension,juanmalpr,0.022433132010353754
Carre1Ascension,EvaGSempere,0.011216566005176877
Carre1Ascension,Pablo_Iglesias_,0.01984469370146678
Carre1Ascension,diego__clemente,0.025884383088869714
Carre1Ascension,anamarcelloana,0.012942191544434857
Carre1Ascension,Hernanzsofia,0.005176876617773943
Carre1Ascension,estercapella,0.004314063848144953
Carre1Ascension,miriamnoguerasM,0.0060396893874029335
Carre1Ascension,VirginiaSalmeCs,0.015530629853321829
Carre1Ascension,mariagv,0.090595340811044
Carre1Ascension,emeterina,0.009490940465918895
Carre1Ascension,pedroacedo,0.18895599654874892
Carre1Ascension,Guadalupem1960,0.012079378774805867
Carre1Ascension,SimancasRafael,0.01639344262295082
Carre1Ascension,juanviperezaras,0.06988783433994823
Carre1Ascension,_Irene_Rivera,0.006902502157031924
Carre1Ascension,elenabastidasb,0.10785159620362382
Carre1Ascension,DolorsMM,0.07506471095772217
Carre1Ascension,joaquintorrevie,0.1725625539257981
Carre1Ascension,maherediadiaz,0.012942191544434857
Carre1Ascension,NachoSAmor,0.023295944779982744
Carre1Ascension,jruizcarbonell,0.0025884383088869713
Carre1Ascension,NTremino,0.04400345125107852
Carre1Ascension,JATorresMora,0.010353753235547885
Carre1Ascension,MarcLamua,0.010353753235547885
Carre1Ascension,anamadrazo61,0.13201035375323555
Carre1Ascension,CarmenRCuello,0.009490940465918895
Carre1Ascension,MercePerea,0.031061259706643658
Carre1Ascension,capdevilajoan,0.005176876617773943
Carre1Ascension,J_Sanchez_Serna,0.05090595340811044
Carre1Ascension,Saludisabel,0.0060396893874029335
Carre1Ascension,AlfonsoCandon,0.07075064710957722
Carre1Ascension,estherpcamarero,0.012942191544434857
Carre1Ascension,martamartirio,0.03537532355478861
Carre1Ascension,sergimiquel,0.021570319240724764
Carre1Ascension,MiguelGaraulet,0.15530629853321828
Carre1Ascension,GregorioCmara,0.008628127696289905
Carre1Ascension,xavieritja,0.005176876617773943
Carre1Ascension,Jefernandezmoya,0.16048317515099222
Carre1Ascension,gpalacinguarne,0.026747195858498704
Carre1Ascension,juanBravoBaena,0.14408973252804141
Carre1Ascension,felixaltafulla,0.0060396893874029335
Carre1Ascension,MarcialGoBal,0.008628127696289905
Carre1Ascension,Sonia_Farre,0.0008628127696289905
Carre1Ascension,guillermomeijon,0.007765314926660914
Carre1Ascension,abalosmeco,0.01725625539257981
Carre1Ascension,Angeles_isac,0.13459879206212252
Carre1Ascension,jjalonso10,0.091458153580673
Carre1Ascension,bernabepaco,0.365832614322692
Carre1Ascension,oskarmatute,0.003451251078515962
Carre1Ascension,AliciaSCamacho,0.10353753235547886
PabloBellido_Az,Adrilastra,0.08716439867598381
PabloBellido_Az,_mundus,0.031997057741816846
PabloBellido_Az,mrenau,0.043766090474439134
PabloBellido_Az,sorayapsoe,0.14748069143067305
PabloBellido_Az,JVMariBoso,0.010297903641044501
PabloBellido_Az,ruanojavier,0.017285766826038985
PabloBellido_Az,soniafetesoro,0.1250459727841118
PabloBellido_Az,ManoloMonereo,0.004045605001838912
PabloBellido_Az,frdelatorre,0.029054799558661273
PabloBellido_Az,luzseijo,0.07502758367046708
PabloBellido_Az,CesarJRamos,0.15079073188672307
PabloBellido_Az,sanchezcastejon,0.0003677822728944465
PabloBellido_Az,lciuro,0.014343508642883413
PabloBellido_Az,Mjesusserranoj,0.14343508642883412
PabloBellido_Az,GirautaOficial,0.01360794409709452
PabloBellido_Az,herrerobono,0.008458992276572269
PabloBellido_Az,martintoledano,0.043766090474439134
PabloBellido_Az,isabelrguez,0.19124678190511218
PabloBellido_Az,vicpiriz1975,0.02831923501287238
PabloBellido_Az,RitaBosaho,0.022434718646561234
PabloBellido_Az,casanyeta,0.010665685913938948
PabloBellido_Az,felipe_sicilia,0.08164766458256711
PabloBellido_Az,PiliCancela,0.1154836336888562
PabloBellido_Az,SSumelzo,0.17212210371460096
PabloBellido_Az,cesarluena,0.16255976461934535
PabloBellido_Az,antoniotrevin,0.16697315189407871
PabloBellido_Az,JaumeMoyaM,0.016917984553144538
PabloBellido_Az,TeoGarciaEgea,0.0261125413755057
PabloBellido_Az,AntonioHurtado,0.06068407502758367
PabloBellido_Az,Irene_Montero_,0.05479955866127253
PabloBellido_Az,AnaZurita7,0.01360794409709452
PabloBellido_Az,VeraNoelia,0.04634056638470026
PabloBellido_Az,lidiaguinart,0.09231335049650607
PabloBellido_Az,FernanVello,0.004413387274733358
PabloBellido_Az,vendrellj,0.04082383229128356
PabloBellido_Az,PericoArrojo,0.035307098197866864
PabloBellido_Az,pilarmarcosd,0.03567488047076131
PabloBellido_Az,ionebelarra,0.039352703199705776
PabloBellido_Az,FranciscoIgea,0.016917984553144538
PabloBellido_Az,Carre1Ascension,0.005516734093416698
PabloBellido_Az,PabloBellido_Az,1.0
PabloBellido_Az,odonelorza2011,0.1147480691430673
PabloBellido_Az,mdcospedal,0.02721588819418904
PabloBellido_Az,perejoanpons,0.10077234277307834
PabloBellido_Az,IgnasiCandela,0.03310040456050018
PabloBellido_Az,JuLMilla,0.09930121368150055
PabloBellido_Az,jaimedeolano,0.019492460463405664
PabloBellido_Az,micaela_navarro,0.07392423685178375
PabloBellido_Az,AAlvarezAlvarez,0.06583302684810592
PabloBellido_Az,joanmena,0.021699154100772344
PabloBellido_Az,joanbaldovi,0.03493931592497242
PabloBellido_Az,jsalvadorduch,0.020595807282089002
PabloBellido_Az,pepecanonucia,0.04450165502022802
PabloBellido_Az,antonipostius,0.0018389113644722325
PabloBellido_Az,AvelinoPP,0.017653549098933432
PabloBellido_Az,LuisSalvador,0.0051489518205222505
PabloBellido_Az,herick_campos,0.16954762780433982
PabloBellido_Az,ierrejon,0.04597278411180581
PabloBellido_Az,EBataller,0.03273262228760574
PabloBellido_Az,MayoralRafa,0.06546524457521148
PabloBellido_Az,mrhciudadanos,0.0316292754689224
PabloBellido_Az,ma_bustamante84,0.01250459727841118
PabloBellido_Az,MartaGlezVzqz,0.02206693637366679
PabloBellido_Az,emilio_delrio,0.013240161824200073
PabloBellido_Az,MLorenzo2018,0.008091210003677823
PabloBellido_Az,mapaniagua,0.009194556822361161
PabloBellido_Az,BeatrizEscu,0.029054799558661273
PabloBellido_Az,BienveDeArriba,0.018389113644722323
PabloBellido_Az,juanmalpr,0.045237219566016916
PabloBellido_Az,EvaGSempere,0.015079073188672305
PabloBellido_Az,Pablo_Iglesias_,0.0632585509378448
PabloBellido_Az,diego__clemente,0.036778227289444645
PabloBellido_Az,anamarcelloana,0.02831923501287238
PabloBellido_Az,Hernanzsofia,0.08127988230967267
PabloBellido_Az,estercapella,0.01802133137182788
PabloBellido_Az,miriamnoguerasM,0.005884516366311144
PabloBellido_Az,VirginiaSalmeCs,0.01360794409709452
PabloBellido_Az,mariagv,0.07024641412283927
PabloBellido_Az,emeterina,0.050753953659433616
PabloBellido_Az,pedroacedo,0.0033100404560500183
PabloBellido_Az,Guadalupem1960,0.27399779330636265
PabloBellido_Az,SimancasRafael,0.14122839279146746
PabloBellido_Az,juanviperezaras,0.03310040456050018
PabloBellido_Az,_Irene_Rivera,0.010665685913938948
PabloBellido_Az,elenabastidasb,0.025376976829716808
PabloBellido_Az,DolorsMM,0.01250459727841118
PabloBellido_Az,joaquintorrevie,0.021331371827877896
PabloBellido_Az,maherediadiaz,0.10003677822728944
PabloBellido_Az,NachoSAmor,0.16182420007355647
PabloBellido_Az,jruizcarbonell,0.03861713865391688
PabloBellido_Az,NTremino,0.011033468186833395
PabloBellido_Az,JATorresMora,0.15410077234277308
PabloBellido_Az,MarcLamua,0.05148951820522251
PabloBellido_Az,anamadrazo61,0.02206693637366679
PabloBellido_Az,CarmenRCuello,0.07024641412283927
PabloBellido_Az,MercePerea,0.14858403824935637
PabloBellido_Az,capdevilajoan,0.00735564545788893
PabloBellido_Az,J_Sanchez_Serna,0.01360794409709452
PabloBellido_Az,Saludisabel,0.01655020228025009
PabloBellido_Az,AlfonsoCandon,0.007723427730783376
PabloBellido_Az,estherpcamarero,0.09268113276940051
PabloBellido_Az,martamartirio,0.03493931592497242
PabloBellido_Az,sergimiquel,0.03310040456050018
PabloBellido_Az,MiguelGaraulet,0.01802133137182788
PabloBellido_Az,GregorioCmara,0.11070246414122839
PabloBellido_Az,xavieritja,0.010665685913938948
PabloBellido_Az,Jefernandezmoya,0.0158146377344612
PabloBellido_Az,gpalacinguarne,0.07392423685178375
PabloBellido_Az,juanBravoBaena,0.022434718646561234
PabloBellido_Az,felixaltafulla,0.016917984553144538
PabloBellido_Az,MarcialGoBal,0.00735564545788893
PabloBellido_Az,Sonia_Farre,0.01360794409709452
PabloBellido_Az,guillermomeijon,0.11769032732622288
PabloBellido_Az,abalosmeco,0.09562339095255609
PabloBellido_Az,Angeles_isac,0.020595807282089002
PabloBellido_Az,jjalonso10,0.01471129091577786
PabloBellido_Az,bernabepaco,0.005516734093416698
PabloBellido_Az,oskarmatute,0.027951452739977935
PabloBellido_Az,AliciaSCamacho,0.02096358955498345
odonelorza2011,Adrilastra,0.1804
odonelorza2011,_mundus,0.0256
odonelorza2011,mrenau,0.034
odonelorza2011,sorayapsoe,0.0892
odonelorza2011,JVMariBoso,0.006
odonelorza2011,ruanojavier,0.0096
odonelorza2011,soniafetesoro,0.074
odonelorza2011,ManoloMonereo,0.0056
odonelorza2011,frdelatorre,0.0308
odonelorza2011,luzseijo,0.062
odonelorza2011,CesarJRamos,0.119
odonelorza2011,sanchezcastejon,0.001
odonelorza2011,lciuro,0.0106
odonelorza2011,Mjesusserranoj,0.1046
odonelorza2011,GirautaOficial,0.009
odonelorza2011,herrerobono,0.0042
odonelorza2011,martintoledano,0.0178
odonelorza2011,isabelrguez,0.0548
odonelorza2011,vicpiriz1975,0.0106
odonelorza2011,RitaBosaho,0.0184
odonelorza2011,casanyeta,0.0072
odonelorza2011,felipe_sicilia,0.0378
odonelorza2011,PiliCancela,0.0892
odonelorza2011,SSumelzo,0.157
odonelorza2011,cesarluena,0.1038
odonelorza2011,antoniotrevin,0.107
odonelorza2011,JaumeMoyaM,0.0264
odonelorza2011,TeoGarciaEgea,0.0146
odonelorza2011,AntonioHurtado,0.0236
odonelorza2011,Irene_Montero_,0.0356
odonelorza2011,AnaZurita7,0.0066
odonelorza2011,VeraNoelia,0.0262
odonelorza2011,lidiaguinart,0.0722
odonelorza2011,FernanVello,0.0036
odonelorza2011,vendrellj,0.0386
odonelorza2011,PericoArrojo,0.017
odonelorza2011,pilarmarcosd,0.0284
odonelorza2011,ionebelarra,0.0328
odonelorza2011,FranciscoIgea,0.0114
odonelorza2011,Carre1Ascension,0.0024
odonelorza2011,PabloBellido_Az,0.0624
odonelorza2011,odonelorza2011,1.0
odonelorza2011,mdcospedal,0.0102
odonelorza2011,perejoanpons,0.1166
odonelorza2011,IgnasiCandela,0.0256
odonelorza2011,JuLMilla,0.0796
odonelorza2011,jaimedeolano,0.0128
odonelorza2011,micaela_navarro,0.0394
odonelorza2011,AAlvarezAlvarez,0.1422
odonelorza2011,joanmena,0.0206
odonelorza2011,joanbaldovi,0.0224
odonelorza2011,jsalvadorduch,0.0196
odonelorza2011,pepecanonucia,0.0208
odonelorza2011,antonipostius,0.0026
odonelorza2011,AvelinoPP,0.0062
odonelorza2011,LuisSalvador,0.0044
odonelorza2011,herick_campos,0.1158
odonelorza2011,ierrejon,0.0394
odonelorza2011,EBataller,0.0228
odonelorza2011,MayoralRafa,0.04
odonelorza2011,mrhciudadanos,0.015
odonelorza2011,ma_bustamante84,0.0088
odonelorza2011,MartaGlezVzqz,0.011
odonelorza2011,emilio_delrio,0.007
odonelorza2011,MLorenzo2018,0.003
odonelorza2011,mapaniagua,0.0046
odonelorza2011,BeatrizEscu,0.0126
odonelorza2011,BienveDeArriba,0.0074
odonelorza2011,juanmalpr,0.0274
odonelorza2011,EvaGSempere,0.0118
odonelorza2011,Pablo_Iglesias_,0.0424
odonelorza2011,diego__clemente,0.0146
odonelorza2011,anamarcelloana,0.0172
odonelorza2011,Hernanzsofia,0.0508
odonelorza2011,estercapella,0.027
odonelorza2011,miriamnoguerasM,0.012
odonelorza2011,VirginiaSalmeCs,0.0078
odonelorza2011,mariagv,0.1434
odonelorza2011,emeterina,0.0198
odonelorza2011,pedroacedo,0.0006
odonelorza2011,Guadalupem1960,0.0918
odonelorza2011,SimancasRafael,0.0956
odonelorza2011,juanviperezaras,0.0178
odonelorza2011,_Irene_Rivera,0.004
odonelorza2011,elenabastidasb,0.0116
odonelorza2011,DolorsMM,0.0078
odonelorza2011,joaquintorrevie,0.0114
odonelorza2011,maherediadiaz,0.0524
odonelorza2011,NachoSAmor,0.1346
odonelorza2011,jruizcarbonell,0.0886
odonelorza2011,NTremino,0.0082
odonelorza2011,JATorresMora,0.1376
odonelorza2011,MarcLamua,0.057
odonelorza2011,anamadrazo61,0.0094
odonelorza2011,CarmenRCuello,0.0352
odonelorza2011,MercePerea,0.1748
odonelorza2011,capdevilajoan,0.0142
odonelorza2011,J_Sanchez_Serna,0.0138
odonelorza2011,Saludisabel,0.0158
odonelorza2011,AlfonsoCandon,0.0052
odonelorza2011,estherpcamarero,0.0452
odonelorza2011,martamartirio,0.0216
odonelorza2011,sergimiquel,0.029
odonelorza2011,MiguelGaraulet,0.0078
odonelorza2011,GregorioCmara,0.0792
odonelorza2011,xavieritja,0.0116
odonelorza2011,Jefernandezmoya,0.0118
odonelorza2011,gpalacinguarne,0.047
odonelorza2011,juanBravoBaena,0.0106
odonelorza2011,felixaltafulla,0.019
odonelorza2011,MarcialGoBal,0.0058
odonelorza2011,Sonia_Farre,0.013
odonelorza2011,guillermomeijon,0.0732
odonelorza2011,abalosmeco,0.0984
odonelorza2011,Angeles_isac,0.008
odonelorza2011,jjalonso10,0.0012
