Source,Target,Weight
jruizcarbonell,mdcospedal,0.0004
jruizcarbonell,perejoanpons,0.0912
jruizcarbonell,IgnasiCandela,0.0016
jruizcarbonell,JuLMilla,0.0346
jruizcarbonell,jaimedeolano,0.0014
jruizcarbonell,micaela_navarro,0.0128
jruizcarbonell,AAlvarezAlvarez,0.0538
jruizcarbonell,joanmena,0.0074
jruizcarbonell,joanbaldovi,0.0014
jruizcarbonell,jsalvadorduch,0.0058
jruizcarbonell,pepecanonucia,0.0018
jruizcarbonell,antonipostius,0.001
jruizcarbonell,AvelinoPP,0.0002
jruizcarbonell,LuisSalvador,0.0116
jruizcarbonell,herick_campos,0.036
jruizcarbonell,ierrejon,0.0016
jruizcarbonell,EBataller,0.003
jruizcarbonell,MayoralRafa,0.002
jruizcarbonell,mrhciudadanos,0.0004
jruizcarbonell,ma_bustamante84,0.0018
jruizcarbonell,MartaGlezVzqz,0.0006
jruizcarbonell,emilio_delrio,0.0014
jruizcarbonell,MLorenzo2018,0.0016
jruizcarbonell,mapaniagua,0.0034
jruizcarbonell,BeatrizEscu,0.0014
jruizcarbonell,BienveDeArriba,0.0032
jruizcarbonell,juanmalpr,0.001
jruizcarbonell,EvaGSempere,0.0006
jruizcarbonell,Pablo_Iglesias_,0.0018
jruizcarbonell,diego__clemente,0.0026
jruizcarbonell,anamarcelloana,0.0006
jruizcarbonell,Hernanzsofia,0.018
jruizcarbonell,estercapella,0.0068
jruizcarbonell,miriamnoguerasM,0.0072
jruizcarbonell,VirginiaSalmeCs,0.0008
jruizcarbonell,mariagv,0.1126
jruizcarbonell,emeterina,0.0126
jruizcarbonell,pedroacedo,0.0034
jruizcarbonell,Guadalupem1960,0.0326
jruizcarbonell,SimancasRafael,0.0264
jruizcarbonell,juanviperezaras,0.0006
jruizcarbonell,_Irene_Rivera,0.0046
jruizcarbonell,elenabastidasb,0.0008
jruizcarbonell,DolorsMM,0.0016
jruizcarbonell,joaquintorrevie,0.0018
jruizcarbonell,maherediadiaz,0.0216
jruizcarbonell,NachoSAmor,0.0462
jruizcarbonell,jruizcarbonell,1.0
jruizcarbonell,NTremino,0.0022
jruizcarbonell,JATorresMora,0.0674
jruizcarbonell,MarcLamua,0.0378
jruizcarbonell,anamadrazo61,0.001
jruizcarbonell,CarmenRCuello,0.0178
jruizcarbonell,MercePerea,0.1464
jruizcarbonell,capdevilajoan,0.0044
jruizcarbonell,J_Sanchez_Serna,0.01
jruizcarbonell,Saludisabel,0.003
jruizcarbonell,AlfonsoCandon,0.006
jruizcarbonell,estherpcamarero,0.0152
jruizcarbonell,martamartirio,0.0032
jruizcarbonell,sergimiquel,0.0048
jruizcarbonell,MiguelGaraulet,0.001
jruizcarbonell,GregorioCmara,0.0344
jruizcarbonell,xavieritja,0.0028
jruizcarbonell,Jefernandezmoya,0.0022
jruizcarbonell,gpalacinguarne,0.0208
jruizcarbonell,juanBravoBaena,0.0018
jruizcarbonell,felixaltafulla,0.0062
jruizcarbonell,MarcialGoBal,0.002
jruizcarbonell,Sonia_Farre,0.0018
jruizcarbonell,guillermomeijon,0.0218
jruizcarbonell,abalosmeco,0.0548
jruizcarbonell,Angeles_isac,0.001
jruizcarbonell,jjalonso10,0.0002
jruizcarbonell,bernabepaco,0.0004
jruizcarbonell,oskarmatute,0.0044
jruizcarbonell,AliciaSCamacho,0.0004
NTremino,Adrilastra,0.017341040462427744
NTremino,_mundus,0.010597302504816955
NTremino,mrenau,0.02601156069364162
NTremino,sorayapsoe,0.03564547206165703
NTremino,JVMariBoso,0.051059730250481696
NTremino,ruanojavier,0.05684007707129094
NTremino,soniafetesoro,0.0394990366088632
NTremino,ManoloMonereo,0.0
NTremino,frdelatorre,0.028901734104046242
NTremino,luzseijo,0.02601156069364162
NTremino,CesarJRamos,0.02601156069364162
NTremino,sanchezcastejon,0.0
NTremino,lciuro,0.009633911368015413
NTremino,Mjesusserranoj,0.02601156069364162
NTremino,GirautaOficial,0.017341040462427744
NTremino,herrerobono,0.04720616570327553
NTremino,martintoledano,0.12909441233140656
NTremino,isabelrguez,0.025048169556840076
NTremino,vicpiriz1975,0.07610789980732177
NTremino,RitaBosaho,0.01348747591522158
NTremino,casanyeta,0.008670520231213872
NTremino,felipe_sicilia,0.00674373795761079
NTremino,PiliCancela,0.030828516377649325
NTremino,SSumelzo,0.0674373795761079
NTremino,cesarluena,0.03275529865125241
NTremino,antoniotrevin,0.017341040462427744
NTremino,JaumeMoyaM,0.007707129094412331
NTremino,TeoGarciaEgea,0.09248554913294797
NTremino,AntonioHurtado,0.02119460500963391
NTremino,Irene_Montero_,0.03564547206165703
NTremino,AnaZurita7,0.05684007707129094
NTremino,VeraNoelia,0.016377649325626204
NTremino,lidiaguinart,0.022157996146435453
NTremino,FernanVello,0.0019267822736030828
NTremino,vendrellj,0.012524084778420038
NTremino,PericoArrojo,0.010597302504816955
NTremino,pilarmarcosd,0.0953757225433526
NTremino,ionebelarra,0.02697495183044316
NTremino,FranciscoIgea,0.04335260115606936
NTremino,Carre1Ascension,0.049132947976878616
NTremino,PabloBellido_Az,0.028901734104046242
NTremino,odonelorza2011,0.0394990366088632
NTremino,mdcospedal,0.08766859344894026
NTremino,perejoanpons,0.028901734104046242
NTremino,IgnasiCandela,0.015414258188824663
NTremino,JuLMilla,0.012524084778420038
NTremino,jaimedeolano,0.07803468208092486
NTremino,micaela_navarro,0.01348747591522158
NTremino,AAlvarezAlvarez,0.03757225433526012
NTremino,joanmena,0.0009633911368015414
NTremino,joanbaldovi,0.014450867052023121
NTremino,jsalvadorduch,0.007707129094412331
NTremino,pepecanonucia,0.06551059730250482
NTremino,antonipostius,0.0019267822736030828
NTremino,AvelinoPP,0.07707129094412331
NTremino,LuisSalvador,0.008670520231213872
NTremino,herick_campos,0.038535645472061654
NTremino,ierrejon,0.015414258188824663
NTremino,EBataller,0.010597302504816955
NTremino,MayoralRafa,0.03757225433526012
NTremino,mrhciudadanos,0.029865125240847785
NTremino,ma_bustamante84,0.009633911368015413
NTremino,MartaGlezVzqz,0.0789980732177264
NTremino,emilio_delrio,0.0394990366088632
NTremino,MLorenzo2018,0.0626204238921002
NTremino,mapaniagua,0.11849710982658959
NTremino,BeatrizEscu,0.12235067437379576
NTremino,BienveDeArriba,0.11464354527938343
NTremino,juanmalpr,0.03275529865125241
NTremino,EvaGSempere,0.008670520231213872
NTremino,Pablo_Iglesias_,0.02119460500963391
NTremino,diego__clemente,0.057803468208092484
NTremino,anamarcelloana,0.018304431599229287
NTremino,Hernanzsofia,0.00674373795761079
NTremino,estercapella,0.014450867052023121
NTremino,miriamnoguerasM,0.004816955684007707
NTremino,VirginiaSalmeCs,0.025048169556840076
NTremino,mariagv,0.028901734104046242
NTremino,emeterina,0.008670520231213872
NTremino,pedroacedo,0.05876685934489403
NTremino,Guadalupem1960,0.04816955684007707
NTremino,SimancasRafael,0.04238921001926782
NTremino,juanviperezaras,0.0674373795761079
NTremino,_Irene_Rivera,0.005780346820809248
NTremino,elenabastidasb,0.08670520231213873
NTremino,DolorsMM,0.06647398843930635
NTremino,joaquintorrevie,0.08766859344894026
NTremino,maherediadiaz,0.01348747591522158
NTremino,NachoSAmor,0.03564547206165703
NTremino,jruizcarbonell,0.010597302504816955
NTremino,NTremino,1.0
NTremino,JATorresMora,0.023121387283236993
NTremino,MarcLamua,0.011560693641618497
NTremino,anamadrazo61,0.09730250481695568
NTremino,CarmenRCuello,0.025048169556840076
NTremino,MercePerea,0.052986512524084775
NTremino,capdevilajoan,0.002890173410404624
NTremino,J_Sanchez_Serna,0.0019267822736030828
NTremino,Saludisabel,0.008670520231213872
NTremino,AlfonsoCandon,0.029865125240847785
NTremino,estherpcamarero,0.04527938342967245
NTremino,martamartirio,0.04431599229287091
NTremino,sergimiquel,0.02601156069364162
NTremino,MiguelGaraulet,0.030828516377649325
NTremino,GregorioCmara,0.012524084778420038
NTremino,xavieritja,0.0038535645472061657
NTremino,Jefernandezmoya,0.09826589595375723
NTremino,gpalacinguarne,0.011560693641618497
NTremino,juanBravoBaena,0.08574181117533719
NTremino,felixaltafulla,0.009633911368015413
NTremino,MarcialGoBal,0.016377649325626204
NTremino,Sonia_Farre,0.0
NTremino,guillermomeijon,0.015414258188824663
NTremino,abalosmeco,0.016377649325626204
NTremino,Angeles_isac,0.08959537572254335
NTremino,jjalonso10,0.04720616570327553
NTremino,bernabepaco,0.03757225433526012
NTremino,oskarmatute,0.005780346820809248
NTremino,AliciaSCamacho,0.07803468208092486
JATorresMora,Adrilastra,0.15736040609137056
JATorresMora,_mundus,0.03553299492385787
JATorresMora,mrenau,0.0370259779038519
JATorresMora,sorayapsoe,0.1967751567632129
JATorresMora,JVMariBoso,0.013138250223947446
JATorresMora,ruanojavier,0.017318602567930726
JATorresMora,soniafetesoro,0.16721409375933113
JATorresMora,ManoloMonereo,0.003881755747984473
JATorresMora,frdelatorre,0.041206330247835175
JATorresMora,luzseijo,0.10689758136757241
JATorresMora,CesarJRamos,0.18274111675126903
JATorresMora,sanchezcastejon,0.0005971931919976113
JATorresMora,lciuro,0.0158256195879367
JATorresMora,Mjesusserranoj,0.24216183935503136
JATorresMora,GirautaOficial,0.014929829799940281
JATorresMora,herrerobono,0.010749477455957002
JATorresMora,martintoledano,0.023589131083905642
JATorresMora,isabelrguez,0.12690355329949238
JATorresMora,vicpiriz1975,0.019408778739922364
JATorresMora,RitaBosaho,0.015527022991937893
JATorresMora,casanyeta,0.008957897879964169
JATorresMora,felipe_sicilia,0.12152881457151389
JATorresMora,PiliCancela,0.14034040011943863
JATorresMora,SSumelzo,0.23380113466706479
JATorresMora,cesarluena,0.2078232308151687
JATorresMora,antoniotrevin,0.18901164526724396
JATorresMora,JaumeMoyaM,0.015228426395939087
JATorresMora,TeoGarciaEgea,0.022394744699910422
JATorresMora,AntonioHurtado,0.07494774559570021
JATorresMora,Irene_Montero_,0.03463720513586145
JATorresMora,AnaZurita7,0.01015228426395939
JATorresMora,VeraNoelia,0.02179755150791281
JATorresMora,lidiaguinart,0.10391161540758435
JATorresMora,FernanVello,0.0041803523439832785
JATorresMora,vendrellj,0.04090773365183637
JATorresMora,PericoArrojo,0.02299193789190803
JATorresMora,pilarmarcosd,0.04598387578381606
JATorresMora,ionebelarra,0.02717229023589131
JATorresMora,FranciscoIgea,0.018811585547924753
JATorresMora,Carre1Ascension,0.0035831591519856674
JATorresMora,PabloBellido_Az,0.12511197372349955
JATorresMora,odonelorza2011,0.20543445804717828
JATorresMora,mdcospedal,0.012541057031949836
JATorresMora,perejoanpons,0.14661092863541356
JATorresMora,IgnasiCandela,0.0316512391758734
JATorresMora,JuLMilla,0.15108987757539563
JATorresMora,jaimedeolano,0.0212003583159152
JATorresMora,micaela_navarro,0.1063003881755748
JATorresMora,AAlvarezAlvarez,0.14243057629143027
JATorresMora,joanmena,0.019408778739922364
JATorresMora,joanbaldovi,0.030456852791878174
JATorresMora,jsalvadorduch,0.020005971931919976
JATorresMora,pepecanonucia,0.03433860853986265
JATorresMora,antonipostius,0.002985965959988056
JATorresMora,AvelinoPP,0.021498954911914003
JATorresMora,LuisSalvador,0.008062108091967751
JATorresMora,herick_campos,0.21230217975515078
JATorresMora,ierrejon,0.04538668259181845
JATorresMora,EBataller,0.02388772767990445
JATorresMora,MayoralRafa,0.03822036428784712
JATorresMora,mrhciudadanos,0.022096148103911615
JATorresMora,ma_bustamante84,0.010749477455957002
JATorresMora,MartaGlezVzqz,0.02388772767990445
JATorresMora,emilio_delrio,0.01433263660794267
JATorresMora,MLorenzo2018,0.0074649148999701405
JATorresMora,mapaniagua,0.012839653627948642
JATorresMora,BeatrizEscu,0.024186324275903254
JATorresMora,BienveDeArriba,0.012839653627948642
JATorresMora,juanmalpr,0.0265750970438937
JATorresMora,EvaGSempere,0.01224246043595103
JATorresMora,Pablo_Iglesias_,0.049865631531800535
JATorresMora,diego__clemente,0.025679307255897284
JATorresMora,anamarcelloana,0.01433263660794267
JATorresMora,Hernanzsofia,0.10032845625559869
JATorresMora,estercapella,0.02388772767990445
JATorresMora,miriamnoguerasM,0.011943863839952225
JATorresMora,VirginiaSalmeCs,0.010749477455957002
JATorresMora,mariagv,0.1702000597193192
JATorresMora,emeterina,0.09166915497163332
JATorresMora,pedroacedo,0.005076142131979695
JATorresMora,Guadalupem1960,0.18065094057927739
JATorresMora,SimancasRafael,0.16034637205135863
JATorresMora,juanviperezaras,0.02717229023589131
JATorresMora,_Irene_Rivera,0.00955509107196178
JATorresMora,elenabastidasb,0.017318602567930726
JATorresMora,DolorsMM,0.016721409375933114
JATorresMora,joaquintorrevie,0.018811585547924753
JATorresMora,maherediadiaz,0.19617796357121528
JATorresMora,NachoSAmor,0.2236488504031054
JATorresMora,jruizcarbonell,0.1006270528515975
JATorresMora,NTremino,0.007166318303971335
JATorresMora,JATorresMora,1.0
JATorresMora,MarcLamua,0.08271125709166915
JATorresMora,anamadrazo61,0.02030456852791878
JATorresMora,CarmenRCuello,0.106001791579576
JATorresMora,MercePerea,0.21379516273514482
JATorresMora,capdevilajoan,0.012541057031949836
JATorresMora,J_Sanchez_Serna,0.010749477455957002
JATorresMora,Saludisabel,0.0158256195879367
JATorresMora,AlfonsoCandon,0.006867721707972529
JATorresMora,estherpcamarero,0.1009256494475963
JATorresMora,martamartirio,0.0316512391758734
JATorresMora,sergimiquel,0.03284562555986862
JATorresMora,MiguelGaraulet,0.01224246043595103
JATorresMora,GregorioCmara,0.17378321887130488
JATorresMora,xavieritja,0.007763511495968946
JATorresMora,Jefernandezmoya,0.0212003583159152
JATorresMora,gpalacinguarne,0.09107196177963571
JATorresMora,juanBravoBaena,0.019408778739922364
JATorresMora,felixaltafulla,0.02179755150791281
JATorresMora,MarcialGoBal,0.008360704687966557
JATorresMora,Sonia_Farre,0.007763511495968946
JATorresMora,guillermomeijon,0.14004180352343984
JATorresMora,abalosmeco,0.16183935503135263
JATorresMora,Angeles_isac,0.018811585547924753
JATorresMora,jjalonso10,0.0032845625559868616
JATorresMora,bernabepaco,0.005076142131979695
JATorresMora,oskarmatute,0.02597790385189609
JATorresMora,AliciaSCamacho,0.01821439235592714
MarcLamua,Adrilastra,0.10745501285347044
MarcLamua,_mundus,0.060154241645244216
MarcLamua,mrenau,0.06580976863753213
MarcLamua,sorayapsoe,0.09151670951156812
MarcLamua,JVMariBoso,0.016452442159383032
MarcLamua,ruanojavier,0.02005141388174807
MarcLamua,soniafetesoro,0.11311053984575835
MarcLamua,ManoloMonereo,0.0035989717223650387
MarcLamua,frdelatorre,0.032390745501285345
MarcLamua,luzseijo,0.08174807197943444
MarcLamua,CesarJRamos,0.11362467866323907
MarcLamua,sanchezcastejon,0.0010282776349614395
MarcLamua,lciuro,0.055012853470437016
MarcLamua,Mjesusserranoj,0.09665809768637532
MarcLamua,GirautaOficial,0.016452442159383032
MarcLamua,herrerobono,0.02056555269922879
MarcLamua,martintoledano,0.02519280205655527
MarcLamua,isabelrguez,0.08174807197943444
MarcLamua,vicpiriz1975,0.02262210796915167
MarcLamua,RitaBosaho,0.015938303341902313
MarcLamua,casanyeta,0.017480719794344474
MarcLamua,felipe_sicilia,0.055526992287917736
MarcLamua,PiliCancela,0.11619537275064268
MarcLamua,SSumelzo,0.13624678663239073
MarcLamua,cesarluena,0.10796915167095116
MarcLamua,antoniotrevin,0.11516709511568124
MarcLamua,JaumeMoyaM,0.07712082262210797
MarcLamua,TeoGarciaEgea,0.02365038560411311
MarcLamua,AntonioHurtado,0.056555269922879174
MarcLamua,Irene_Montero_,0.04010282776349614
MarcLamua,AnaZurita7,0.014395886889460155
MarcLamua,VeraNoelia,0.017480719794344474
MarcLamua,lidiaguinart,0.18611825192802056
MarcLamua,FernanVello,0.006683804627249357
MarcLamua,vendrellj,0.11053984575835475
MarcLamua,PericoArrojo,0.018508997429305913
MarcLamua,pilarmarcosd,0.0442159383033419
MarcLamua,ionebelarra,0.02519280205655527
MarcLamua,FranciscoIgea,0.02056555269922879
MarcLamua,Carre1Ascension,0.006169665809768638
MarcLamua,PabloBellido_Az,0.07197943444730077
MarcLamua,odonelorza2011,0.14652956298200515
MarcLamua,mdcospedal,0.008740359897172237
MarcLamua,perejoanpons,0.16246786632390744
MarcLamua,IgnasiCandela,0.032904884318766064
MarcLamua,JuLMilla,0.106426735218509
MarcLamua,jaimedeolano,0.02365038560411311
MarcLamua,micaela_navarro,0.04781491002570694
MarcLamua,AAlvarezAlvarez,0.08483290488431877
MarcLamua,joanmena,0.07146529562982006
MarcLamua,joanbaldovi,0.031362467866323906
MarcLamua,jsalvadorduch,0.062210796915167094
MarcLamua,pepecanonucia,0.03958868894601542
MarcLamua,antonipostius,0.02724935732647815
MarcLamua,AvelinoPP,0.013881748071979434
MarcLamua,LuisSalvador,0.006169665809768638
MarcLamua,herick_campos,0.09871465295629821
MarcLamua,ierrejon,0.05398457583547558
MarcLamua,EBataller,0.03547557840616967
MarcLamua,MayoralRafa,0.05295629820051414
MarcLamua,mrhciudadanos,0.02056555269922879
MarcLamua,ma_bustamante84,0.011311053984575836
MarcLamua,MartaGlezVzqz,0.021593830334190232
MarcLamua,emilio_delrio,0.013367609254498715
MarcLamua,MLorenzo2018,0.009254498714652956
MarcLamua,mapaniagua,0.014395886889460155
MarcLamua,BeatrizEscu,0.02673521850899743
MarcLamua,BienveDeArriba,0.018508997429305913
MarcLamua,juanmalpr,0.02879177377892031
MarcLamua,EvaGSempere,0.010282776349614395
MarcLamua,Pablo_Iglesias_,0.042159383033419026
MarcLamua,diego__clemente,0.027763496143958868
MarcLamua,anamarcelloana,0.018508997429305913
MarcLamua,Hernanzsofia,0.07506426735218509
MarcLamua,estercapella,0.10231362467866324
MarcLamua,miriamnoguerasM,0.04832904884318766
MarcLamua,VirginiaSalmeCs,0.012853470437017995
MarcLamua,mariagv,0.09460154241645244
MarcLamua,emeterina,0.043701799485861184
MarcLamua,pedroacedo,0.006683804627249357
MarcLamua,Guadalupem1960,0.10437017994858612
MarcLamua,SimancasRafael,0.09871465295629821
MarcLamua,juanviperezaras,0.02313624678663239
MarcLamua,_Irene_Rivera,0.006683804627249357
MarcLamua,elenabastidasb,0.01953727506426735
MarcLamua,DolorsMM,0.02519280205655527
MarcLamua,joaquintorrevie,0.017994858611825194
MarcLamua,maherediadiaz,0.08534704370179949
MarcLamua,NachoSAmor,0.1429305912596401
MarcLamua,jruizcarbonell,0.09717223650385604
MarcLamua,NTremino,0.006169665809768638
MarcLamua,JATorresMora,0.1424164524421594
MarcLamua,MarcLamua,1.0
MarcLamua,anamadrazo61,0.014910025706940874
MarcLamua,CarmenRCuello,0.062210796915167094
MarcLamua,MercePerea,0.32853470437017995
MarcLamua,capdevilajoan,0.08277634961439588
MarcLamua,J_Sanchez_Serna,0.013367609254498715
MarcLamua,Saludisabel,0.02365038560411311
MarcLamua,AlfonsoCandon,0.006169665809768638
MarcLamua,estherpcamarero,0.0832904884318766
MarcLamua,martamartirio,0.037532133676092545
MarcLamua,sergimiquel,0.13316195372750642
MarcLamua,MiguelGaraulet,0.017994858611825194
MarcLamua,GregorioCmara,0.12082262210796915
MarcLamua,xavieritja,0.05089974293059126
MarcLamua,Jefernandezmoya,0.015938303341902313
MarcLamua,gpalacinguarne,0.09665809768637532
MarcLamua,juanBravoBaena,0.02622107969151671
MarcLamua,felixaltafulla,0.05861182519280206
MarcLamua,MarcialGoBal,0.021079691516709513
MarcLamua,Sonia_Farre,0.02210796915167095
MarcLamua,guillermomeijon,0.0961439588688946
MarcLamua,abalosmeco,0.11362467866323907
MarcLamua,Angeles_isac,0.016452442159383032
MarcLamua,jjalonso10,0.006169665809768638
MarcLamua,bernabepaco,0.005655526992287918
MarcLamua,oskarmatute,0.04730077120822622
MarcLamua,AliciaSCamacho,0.02982005141388175
anamadrazo61,Adrilastra,0.020994475138121547
anamadrazo61,_mundus,0.015469613259668509
anamadrazo61,mrenau,0.029281767955801105
anamadrazo61,sorayapsoe,0.02983425414364641
anamadrazo61,JVMariBoso,0.07845303867403315
anamadrazo61,ruanojavier,0.1138121546961326
anamadrazo61,soniafetesoro,0.03149171270718232
anamadrazo61,ManoloMonereo,0.0011049723756906078
anamadrazo61,frdelatorre,0.04806629834254143
anamadrazo61,luzseijo,0.016022099447513812
anamadrazo61,CesarJRamos,0.06132596685082873
anamadrazo61,sanchezcastejon,0.0011049723756906078
anamadrazo61,lciuro,0.009944751381215469
anamadrazo61,Mjesusserranoj,0.02983425414364641
anamadrazo61,GirautaOficial,0.030939226519337018
anamadrazo61,herrerobono,0.2011049723756906
anamadrazo61,martintoledano,0.42320441988950275
anamadrazo61,isabelrguez,0.04088397790055249
anamadrazo61,vicpiriz1975,0.12541436464088399
anamadrazo61,RitaBosaho,0.010497237569060774
anamadrazo61,casanyeta,0.009392265193370166
anamadrazo61,felipe_sicilia,0.014364640883977901
anamadrazo61,PiliCancela,0.045303867403314914
anamadrazo61,SSumelzo,0.06574585635359116
anamadrazo61,cesarluena,0.039226519337016576
anamadrazo61,antoniotrevin,0.04033149171270718
anamadrazo61,JaumeMoyaM,0.009944751381215469
anamadrazo61,TeoGarciaEgea,0.19889502762430938
anamadrazo61,AntonioHurtado,0.05966850828729282
anamadrazo61,Irene_Montero_,0.03756906077348066
anamadrazo61,AnaZurita7,0.09834254143646409
anamadrazo61,VeraNoelia,0.02154696132596685
anamadrazo61,lidiaguinart,0.024861878453038673
anamadrazo61,FernanVello,0.0022099447513812156
anamadrazo61,vendrellj,0.02430939226519337
anamadrazo61,PericoArrojo,0.015469613259668509
anamadrazo61,pilarmarcosd,0.1718232044198895
anamadrazo61,ionebelarra,0.022099447513812154
anamadrazo61,FranciscoIgea,0.025966850828729283
anamadrazo61,Carre1Ascension,0.08453038674033149
anamadrazo61,PabloBellido_Az,0.03314917127071823
anamadrazo61,odonelorza2011,0.025966850828729283
anamadrazo61,mdcospedal,0.143646408839779
anamadrazo61,perejoanpons,0.03425414364640884
anamadrazo61,IgnasiCandela,0.020441988950276244
anamadrazo61,JuLMilla,0.032044198895027624
anamadrazo61,jaimedeolano,0.18342541436464088
anamadrazo61,micaela_navarro,0.01270718232044199
anamadrazo61,AAlvarezAlvarez,0.039226519337016576
anamadrazo61,joanmena,0.011602209944751382
anamadrazo61,joanbaldovi,0.019889502762430938
anamadrazo61,jsalvadorduch,0.009944751381215469
anamadrazo61,pepecanonucia,0.06740331491712707
anamadrazo61,antonipostius,0.0027624309392265192
anamadrazo61,AvelinoPP,0.1574585635359116
anamadrazo61,LuisSalvador,0.015469613259668509
anamadrazo61,herick_campos,0.03591160220994475
anamadrazo61,ierrejon,0.022099447513812154
anamadrazo61,EBataller,0.016022099447513812
anamadrazo61,MayoralRafa,0.03812154696132597
anamadrazo61,mrhciudadanos,0.03591160220994475
anamadrazo61,ma_bustamante84,0.01270718232044199
anamadrazo61,MartaGlezVzqz,0.13425414364640884
anamadrazo61,emilio_delrio,0.10276243093922652
anamadrazo61,MLorenzo2018,0.12541436464088399
anamadrazo61,mapaniagua,0.23812154696132598
anamadrazo61,BeatrizEscu,0.24806629834254143
anamadrazo61,BienveDeArriba,0.23204419889502761
anamadrazo61,juanmalpr,0.03259668508287293
anamadrazo61,EvaGSempere,0.004972375690607734
anamadrazo61,Pablo_Iglesias_,0.03259668508287293
anamadrazo61,diego__clemente,0.041988950276243095
anamadrazo61,anamarcelloana,0.013259668508287293
anamadrazo61,Hernanzsofia,0.017679558011049725
anamadrazo61,estercapella,0.02154696132596685
anamadrazo61,miriamnoguerasM,0.0077348066298342545
anamadrazo61,VirginiaSalmeCs,0.024861878453038673
anamadrazo61,mariagv,0.02983425414364641
anamadrazo61,emeterina,0.011602209944751382
anamadrazo61,pedroacedo,0.2850828729281768
anamadrazo61,Guadalupem1960,0.04585635359116022
anamadrazo61,SimancasRafael,0.045303867403314914
anamadrazo61,juanviperezaras,0.19558011049723756
anamadrazo61,_Irene_Rivera,0.016574585635359115
anamadrazo61,elenabastidasb,0.16464088397790055
anamadrazo61,DolorsMM,0.13591160220994475
anamadrazo61,joaquintorrevie,0.2149171270718232
anamadrazo61,maherediadiaz,0.022099447513812154
anamadrazo61,NachoSAmor,0.05580110497237569
anamadrazo61,jruizcarbonell,0.0027624309392265192
anamadrazo61,NTremino,0.05580110497237569
anamadrazo61,JATorresMora,0.03756906077348066
anamadrazo61,MarcLamua,0.016022099447513812
anamadrazo61,anamadrazo61,1.0
anamadrazo61,CarmenRCuello,0.016022099447513812
anamadrazo61,MercePerea,0.06629834254143646
anamadrazo61,capdevilajoan,0.009392265193370166
anamadrazo61,J_Sanchez_Serna,0.0055248618784530384
anamadrazo61,Saludisabel,0.008287292817679558
anamadrazo61,AlfonsoCandon,0.16408839779005524
anamadrazo61,estherpcamarero,0.030939226519337018
anamadrazo61,martamartirio,0.05414364640883978
anamadrazo61,sergimiquel,0.03425414364640884
anamadrazo61,MiguelGaraulet,0.03259668508287293
anamadrazo61,GregorioCmara,0.030939226519337018
anamadrazo61,xavieritja,0.0033149171270718232
anamadrazo61,Jefernandezmoya,0.2839779005524862
anamadrazo61,gpalacinguarne,0.014364640883977901
anamadrazo61,juanBravoBaena,0.18011049723756906
anamadrazo61,felixaltafulla,0.011049723756906077
anamadrazo61,MarcialGoBal,0.01712707182320442
anamadrazo61,Sonia_Farre,0.0016574585635359116
anamadrazo61,guillermomeijon,0.02430939226519337
anamadrazo61,abalosmeco,0.0281767955801105
anamadrazo61,Angeles_isac,0.23922651933701658
anamadrazo61,jjalonso10,0.17679558011049723
anamadrazo61,bernabepaco,0.10773480662983426
anamadrazo61,oskarmatute,0.0060773480662983425
anamadrazo61,AliciaSCamacho,0.1878453038674033
CarmenRCuello,Adrilastra,0.1482213438735178
CarmenRCuello,_mundus,0.038537549407114624
CarmenRCuello,mrenau,0.05928853754940711
CarmenRCuello,sorayapsoe,0.3231225296442688
CarmenRCuello,JVMariBoso,0.02865612648221344
CarmenRCuello,ruanojavier,0.023715415019762844
CarmenRCuello,soniafetesoro,0.38537549407114624
CarmenRCuello,ManoloMonereo,0.0029644268774703555
CarmenRCuello,frdelatorre,0.036561264822134384
CarmenRCuello,luzseijo,0.13932806324110672
CarmenRCuello,CesarJRamos,0.2450592885375494
CarmenRCuello,sanchezcastejon,0.001976284584980237
CarmenRCuello,lciuro,0.021739130434782608
CarmenRCuello,Mjesusserranoj,0.549407114624506
CarmenRCuello,GirautaOficial,0.018774703557312252
CarmenRCuello,herrerobono,0.014822134387351778
CarmenRCuello,martintoledano,0.04743083003952569
CarmenRCuello,isabelrguez,0.18379446640316205
CarmenRCuello,vicpiriz1975,0.04743083003952569
CarmenRCuello,RitaBosaho,0.036561264822134384
CarmenRCuello,casanyeta,0.014822134387351778
CarmenRCuello,felipe_sicilia,0.23221343873517786
CarmenRCuello,PiliCancela,0.17786561264822134
CarmenRCuello,SSumelzo,0.24604743083003952
CarmenRCuello,cesarluena,0.25
CarmenRCuello,antoniotrevin,0.21739130434782608
CarmenRCuello,JaumeMoyaM,0.024703557312252964
CarmenRCuello,TeoGarciaEgea,0.037549407114624504
CarmenRCuello,AntonioHurtado,0.13339920948616601
CarmenRCuello,Irene_Montero_,0.05533596837944664
CarmenRCuello,AnaZurita7,0.024703557312252964
CarmenRCuello,VeraNoelia,0.037549407114624504
CarmenRCuello,lidiaguinart,0.18379446640316205
CarmenRCuello,FernanVello,0.00691699604743083
CarmenRCuello,vendrellj,0.041501976284584984
CarmenRCuello,PericoArrojo,0.029644268774703556
CarmenRCuello,pilarmarcosd,0.05731225296442688
CarmenRCuello,ionebelarra,0.038537549407114624
CarmenRCuello,FranciscoIgea,0.025691699604743084
CarmenRCuello,Carre1Ascension,0.010869565217391304
CarmenRCuello,PabloBellido_Az,0.18873517786561264
